"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","raster_mean"
2197,"Pomoxis nigromaculatus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Pomoxis nigromaculatus_40.2_NA",32,40.2,-89.47,"","Pomoxis","nigromaculatus","Illinois US",NA,40.39,"tmax",NA,"SD",NA,"lethal",NA,NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Pomoxis","nigromaculatus","730","Nelson, 1974;Meyers et al., 2015","730","Meyers et al., 2015;Nelson, 1974","Y","0-1","Guy et al., 1992",49,"Froese & Pauly, 2000","27.5","Froese & Pauly, 2000","27.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","kunk","Guy et al., 1992","Nikki","5475","Meyers et al., 2015","NA","NA",NA
2603,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",22.58,52.29,18.24,"","Rutilus","rutilus","Goslawskie Lake Poland",NA,33.31,"tmax",1.79,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2604,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",22.66,52.29,18.24,"","Rutilus","rutilus","Goslawskie Lake Poland",NA,34.79,"tmax",1.42,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2605,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",23.26,52.29,18.24,"","Rutilus","rutilus","Goslawskie Lake Poland",NA,35.35,"tmax",1.39,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2606,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",24.27,52.29,18.24,"","Rutilus","rutilus","Goslawskie Lake Poland",NA,34.02,"tmax",0.69,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2607,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",20.6,52.29,18.24,"","Rutilus","rutilus","Slesinskie Lake, Konin, Poland",NA,33.21,"tmax",0.7,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2608,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",20.81,52.29,18.24,"","Rutilus","rutilus","Slesinskie Lake, Konin, Poland",NA,32.2,"tmax",1.19,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2609,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",22.29,52.29,18.24,"","Rutilus","rutilus","Slesinskie Lake, Konin, Poland",NA,32.24,"tmax",1.12,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2610,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",23.29,52.29,18.24,"","Rutilus","rutilus","Slesinskie Lake, Konin, Poland",NA,35.01,"tmax",1.72,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2611,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",24.43,52.29,18.24,"","Rutilus","rutilus","Slesinskie Lake, Konin, Poland",NA,36.06,"tmax",0.39,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2612,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.29_NA",26.94,52.29,18.24,"","Rutilus","rutilus","Slesinskie Lake, Konin, Poland",NA,35.38,"tmax",0.55,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2613,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.34_NA",24.93,52.34,18.35,"","Rutilus","rutilus","Lichenskie Lake Poland",NA,36.48,"tmax",0.25,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2614,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.34_NA",25.61,52.34,18.35,"","Rutilus","rutilus","Lichenskie Lake Poland",NA,36.17,"tmax",0.3,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2615,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.34_NA",25.61,52.34,18.35,"","Rutilus","rutilus","Lichenskie Lake Poland",NA,35.35,"tmax",0.48,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2616,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.34_NA",27.23,52.34,18.35,"","Rutilus","rutilus","Lichenskie Lake Poland",NA,36.16,"tmax",0.58,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2617,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.34_NA",27.71,52.34,18.35,"","Rutilus","rutilus","Lichenskie Lake Poland",NA,35.66,"tmax",1.35,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2618,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Rutilus rutilus_52.34_NA",29.7,52.34,18.35,"","Rutilus","rutilus","Lichenskie Lake Poland",NA,37.82,"tmax",0.82,"SD",NA,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2626,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov 2013","Comte","Rutilus rutilus_58.44_NA",15,58.44,38.42,"","Rutilus","rutilus","Rybinsk Water Reservoir Russia",14,32.6,"tmax",0.3,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2627,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov 2013","Comte","Rutilus rutilus_58.44_NA",15,58.44,38.42,"","Rutilus","rutilus","Rybinsk Water Reservoir Russia",14,32,"tmax",0.3,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2637,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Cherry et al. 1977","Comte","Salmo trutta_36.94_NA",20,36.94,-81.05,"","Salmo","trutta","New River drainage US",7,23,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2638,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Salmo trutta_52.37_NA",6,52.37,-1.18,"","Salmo","trutta","England",NA,23.2,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2639,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Salmo trutta_52.37_NA",15,52.37,-1.18,"","Salmo","trutta","England",NA,26,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2640,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Salmo trutta_52.37_NA",20,52.37,-1.18,"","Salmo","trutta","England",NA,26.4,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2675,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",5,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",7,22,"tmax",0.48,"SD",4,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2676,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",5,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",4,19,"tmax",1.21,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","4","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2677,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",5,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",4,21.3,"tmax",0.99,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","4","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2678,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",10,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",7,22.5,"tmax",0.38,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2679,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",10,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",4,19.67,"tmax",1.03,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","4","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2680,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",10,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",4,21.67,"tmax",0.5,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","4","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2681,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",15,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",7,22.4,"tmax",0.37,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
2682,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA",15,54.31,-2.95,"","Salvelinus","alpinus","Windermire South basin England",4,20.83,"tmax",1.04,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","4","days",NA,NA,NA,"Salvelinus","alpinus","3285","De Magalhães & Costa, 2009","3285","De Magalhães & Costa, 2009","","10-100","Bernatchez et al., 1998;DeCicco, 1992",107,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","kunk","Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000","NA","NA",NA
